"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Highborn Vampire","znr","Near Mint","English","foil","","2025-01-02 01:21:29.250000","107","False","False",""
"1","1","Hinterland Harbor","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","317","False","False",""
"1","1","Hithlain Rope","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","76","False","False",""
"1","1","Holy Mantle","gtc","Near Mint","English","","","2024-12-30 20:23:41.743000","17","False","False",""
"1","1","Homunculus Horde","fdn","Near Mint","English","","","2024-12-31 08:45:23.210000","41","False","False",""
"1","1","Horizon Seeker","khm","Near Mint","English","foil","","2025-01-01 20:55:00.160000","175","False","False",""
"1","1","Hornet Queen","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","250","False","False",""
"1","1","Hostage Taker","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","268","False","False",""
"2","2","Howling Golem","cmr","Near Mint","English","foil","","2025-01-02 02:01:24.557000","316","False","False",""
"1","1","Humble Defector","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","222","False","False",""
"1","1","Hungry Flames","aer","Near Mint","English","foil","","2025-01-01 20:18:46.450000","84","False","False",""
"1","1","Ichor Slick","tsr","Near Mint","English","foil","","2025-01-02 01:08:38.893000","119","False","False",""
"3","3","Immersturm Raider","khm","Near Mint","English","foil","","2025-01-01 23:21:01.083000","141","False","False",""
"4","4","Immolating Glare","ogw","Near Mint","English","","","2024-12-30 19:22:16.557000","20","False","False",""
"2","2","Impassioned Orator","m20","Near Mint","English","","","2024-12-30 20:40:07.997000","306","False","False",""
"2","2","Impassioned Orator","rna","Near Mint","English","","","2024-12-30 20:40:13.493000","12","False","False",""
"2","2","Impending Doom","thb","Near Mint","English","foil","","2025-01-01 23:30:49.760000","139","False","False",""
"1","1","Imperiosaur","tsr","Near Mint","English","foil","","2025-01-01 20:53:26.913000","211","False","False",""
"1","1","In the Darkness Bind Them","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","58","False","False",""
"4","4","Increasing Devotion","onc","Near Mint","English","","","2024-12-30 20:43:35.890000","76","False","False",""
"1","1","Increasing Devotion","dka","Near Mint","English","","","2024-12-30 20:43:27.317000","11","False","False",""
"1","1","Increasing Devotion","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","171","False","False",""
"1","1","Indomitable Archangel","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","72","False","False",""
"1","1","Inevitable End","thb","Near Mint","English","foil","","2025-01-02 01:07:28.790000","102","False","False",""
"1","1","Infernal Vessel","fdn","Near Mint","English","","","2024-12-31 08:53:31.587000","63","False","False",""
"1","1","Inferno Titan","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","223","False","False",""
"1","1","Infestation Sage","fdn","Near Mint","English","","","2024-12-31 08:54:11.183000","64","False","False",""
"1","1","Inkling Summoning","stx","Near Mint","English","foil","","2025-01-02 01:43:28.820000","195","False","False",""
"1","1","Inscription of Abundance","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","251","False","False",""
"4","4","Inspiring Overseer","snc","Near Mint","English","","","2024-12-30 20:42:23.353000","18","False","False",""
"4","4","Intangible Virtue","cmr","Near Mint","English","","","2024-12-30 19:24:50.927000","24","False","False",""
"1","1","Introduction to Prophecy","stx","Near Mint","English","foil","","2025-01-02 01:58:12.087000","4","False","False",""
"1","1","Invading Manticore","war","Near Mint","English","foil","","2025-01-01 23:49:20.303000","134","False","False",""
"1","1","Investigator's Journal","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","956","False","False",""
"4","4","Invoke the Divine","khm","Near Mint","English","","","2024-12-30 19:22:56.940000","16","False","False",""
"1","1","Invoke the Divine","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","DOM-22","False","False",""
"2","2","Iona's Judgment","cmr","Near Mint","English","foil","","2024-12-30 19:24:12.013000","25","False","False",""
"1","1","Iron Bully","2xm","Near Mint","English","foil","","2025-01-02 02:01:37.590000","262","False","False",""
"1","1","Irregular Cohort","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","696","False","False",""
"11","11","Island","ltr","Near Mint","English","","","2025-01-02 03:16:37.853000","265","False","False",""
"11","11","Island","ltr","Near Mint","English","","","2025-01-02 03:16:17.650000","264","False","False",""
"1","1","Island","blb","Near Mint","English","foil","","2024-12-30 21:17:18.230000","371","False","False",""
"1","1","Island","blb","Near Mint","English","foil","","2024-12-30 21:17:28.607000","372","False","False",""
"2","2","Island","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","32","False","False",""
"2","2","Island","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","31","False","False",""
"1","1","Island","blb","Near Mint","English","foil","","2024-12-30 21:18:12.677000","267","False","False",""
"1","1","Island","blb","Near Mint","English","","","2024-12-30 21:18:33.587000","268","False","False",""
"1","1","Island","blb","Near Mint","English","","","2024-12-30 21:18:47.023000","269","False","False",""
"2","2","Island","blb","Near Mint","English","","","2024-12-30 21:17:56.600000","266","False","False",""
"1","1","Isolated Chapel","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","318","False","False",""
"1","1","It That Betrays","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","805","False","False",""
"1","1","Itzquinth, Firstborn of Gishath","lci","Near Mint","English","","","2025-01-02 03:20:11.470000","230","False","False",""
"2","2","Ivory Giant","tsr","Near Mint","English","foil","","2024-12-30 20:24:02.640000","20","False","False",""
"1","1","Ixalli's Lorekeeper","lci","Near Mint","English","","","2025-01-02 03:20:11.470000","194","False","False",""
"1","1","Jace's Defeat","hou","Near Mint","English","foil","","2025-01-02 00:13:28.470000","38","False","False",""
"1","1","Jaddi Lifestrider","roe","Near Mint","English","foil","","2024-12-31 08:16:05.037000","189","False","False",""
"1","1","Jaya's Greeting","war","Near Mint","English","foil","","2025-01-01 20:20:04.287000","136","False","False",""
"1","1","Jazal Goldmane","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","697","False","False",""
"1","1","Jhoira, Weatherlight Captain","sld","Near Mint","English","foil","","2024-12-31 08:05:29.760000","1276","False","False",""
"2","2","Jodah's Avenger","tsr","Near Mint","English","foil","","2025-01-02 00:28:47.547000","72","False","False",""
"1","1","Jolrael, Voice of Zhalfir","mat","Near Mint","English","foil","","2024-12-31 08:22:30.543000","230","False","False",""
"1","1","Judge Unworthy","tsr","Near Mint","English","foil","","2024-12-30 20:24:07.727000","21","False","False",""
"1","1","Jungle Shrine","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","338","False","False",""
"1","1","Junkblade Bruiser","blb","Near Mint","English","","","2024-12-30 22:02:56.733000","220","False","False",""
"4","4","Kabira Crossroads","zen","Near Mint","English","","","2024-12-30 19:28:40.970000","216","False","False",""
"1","1","Kaldra Compleat","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","958","False","False",""
"1","1","Kangee's Lieutenant","cmr","Near Mint","English","foil","","2024-12-30 20:24:12.257000","26","False","False",""
"1","1","Karoo","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","VIS-165","False","False",""
"1","1","Kayla's Music Box","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","15","False","False",""
"1","1","Keeper of the Accord","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","CMR-27","False","False",""
"1","1","Kenrith, the Returned King","eld","Near Mint","English","","","2024-12-30 20:24:18.053000","303","False","False",""
"1","1","Kessig Wolf Run","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","340","False","False",""
"1","1","Khalni Heart Expedition","zen","Good (Lightly Played)","English","","","2025-01-01 21:11:45.783000","167","False","False",""
"1","1","Khenra Eternal","hou","Near Mint","English","foil","","2025-01-02 01:01:00.017000","66","False","False",""
"1","1","Kindlespark Duo","blb","Near Mint","English","","","2024-12-30 21:02:10.637000","142","False","False",""
"1","1","Kindred Boon","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","C17-5","False","False",""
"1","1","Kinjalli's Sunwing","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","130","False","False",""
"2","2","Kinsbaile Courier","cmr","Near Mint","English","foil","","2024-12-30 20:24:32.520000","29","False","False",""
"2","2","Kitesail Corsair","cmr","Near Mint","English","foil","","2025-01-02 00:11:26.850000","76","False","False",""
"1","1","Kitesail Skirmisher","cmr","Near Mint","English","foil","","2025-01-02 00:22:29.433000","77","False","False",""
"1","1","Klothys's Design","thb","Near Mint","English","foil","","2025-01-01 20:44:58.967000","176","False","False",""
"1","1","Knight of Sursi","tsr","Near Mint","English","foil","","2024-12-30 20:24:49.860000","22","False","False",""
"1","1","Knight of the Keep","eld","Near Mint","English","foil","","2024-12-30 20:24:54.893000","19","False","False",""
"1","1","Knight of the White Orchid","ala","Near Mint","English","","","2024-12-30 20:24:59.857000","16","False","False",""
"1","1","Knollspine Dragon","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","224","False","False",""
"1","1","Kogla, the Titan Ape","sld","Near Mint","English","foil","","2024-12-31 08:06:10.433000","1274","False","False",""
"1","1","Kor Celebrant","znr","Near Mint","English","foil","","2024-12-30 20:24:42.057000","22","False","False",""
"1","1","Kozilek, the Great Distortion","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","2","False","False",""
"1","1","Kraken Hatchling","mm3","Near Mint","English","foil","","2025-01-02 00:07:36.677000","42","False","False",""
"1","1","Lae'zel, Vlaakith's Champion","clb","Near Mint","English","","","2024-12-31 08:25:14.493000","378","False","False",""
"6","6","Lagonna-Band Storyteller","thb","Near Mint","English","foil","","2024-12-30 20:25:03.797000","27","False","False",""
"1","1","Landroval, Horizon Witness","ltr","Near Mint","English","","","2025-01-02 03:17:40.530000","21","False","False",""
"1","1","Languish","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","202","False","False",""
"1","1","Learn from the Past","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","192","False","False",""
"1","1","Legolas Greenleaf","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","40","False","False",""
"1","1","Letter of Acceptance","stx","Near Mint","English","foil","","2025-01-02 01:59:14.860000","256","False","False",""
"1","1","Lidless Gaze","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","59","False","False",""
"1","1","Lifecrafter's Bestiary","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","307","False","False",""
"2","2","Lifecrafter's Gift","cmr","Near Mint","English","foil","","2025-01-01 20:41:22.840000","240","False","False",""
"1","1","Lightning Greaves","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","281","False","False",""
"1","1","Lightning Greaves","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","398","False","False",""
"1","1","Lightning Greaves","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","C19-217","False","False",""
"1","1","Lightning Greaves","sld","Near Mint","English","foil","","2024-12-31 05:36:14.483000","1493★","False","False",""
"2","2","Lightshell Duo","blb","Near Mint","English","","","2024-12-30 21:02:43.950000","56","False","False",""
"1","1","Lignify","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","252","False","False",""
"1","1","Lilysplash Mentor","blb","Near Mint","English","","","2024-12-31 06:21:37.607000","222","False","False",""
"1","1","Linvala, Keeper of Silence","sld","Near Mint","English","foil","","2024-12-30 18:30:36.563000","1289","False","False",""
"1","1","Liquimetal Torque","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","145","False","False",""
"5","5","Littjara Glade-Warden","khm","Near Mint","English","foil","","2025-01-01 21:04:30.890000","182","False","False",""
"1","1","Live Fast","kld","Near Mint","English","foil","","2025-01-02 01:10:14.467000","87","False","False",""
"1","1","Living Death","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","203","False","False",""
"1","1","Llanowar Loamspeaker","dmu","Near Mint","English","foil","","2024-12-31 08:17:08.737000","428","False","False",""
"1","1","Lobelia, Defender of Bag End","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","27","False","False",""
"1","1","Lonely Sandbar","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","319","False","False",""
"1","1","Long River Lurker","blb","Near Mint","English","","","2024-12-31 05:55:50.133000","57","False","False",""
"1","1","Lord of the Nazgûl","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","60","False","False",""
"1","1","Lórien Revealed","ltr","Near Mint","English","","","2025-01-02 03:16:37.853000","60","False","False",""
"1","1","Losheel, Clockwork Scholar","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","73","False","False",""
"1","1","Lossarnach Captain","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","16","False","False",""
"1","1","Lost to Legend","ltr","Near Mint","English","","","2025-01-02 03:15:14.220000","22","False","False",""
"1","1","Lothlórien Blade","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","77","False","False",""
"1","1","Lumengrid Gargoyle","cmr","Near Mint","English","foil","","2025-01-02 02:04:47.090000","321","False","False",""
"1","1","Luminous Bonds","rix","Near Mint","English","foil","","2024-12-30 20:25:12.600000","12","False","False",""
